@relation _home_praneeth_ml_homeworks_ml_homeworks_hw3_._dataset1_train

@attribute text string
@attribute @@class@@ {spam,ham}

@data
'Subject: re : sitara release ( re : changes in global due to consent to\r\nassignment )\r\nvolume management should be fine with this change . all name changes will be\r\nstill attached to the original path of the buy / sell deal . the settlement\r\ngroup will have to make sure that the new name that is being added to the\r\ndeal has the appropriate \' statement group \' attached . other than that this\r\nchange should flow smoothly .\r\nthanks ,\r\nm . m .\r\nfrom : donna greif\r\n04 / 05 / 2000 01 : 18 pm\r\nto : kathryn bussell / hou / ect @ ect , robert cotten / hou / ect @ ect , mark\r\nmcclure / hou / ect @ ect , gary l payne / hou / ect , richard pinion / hou / ect @ ect , robert\r\nsuperty / hou / ect @ ect , george smith / hou / ect @ ect , katherine l kelly / hou / ect @ ect ,\r\nrandall l gay / hou / ect @ ect , daren j farmer / hou / ect @ ect , edward\r\nterry / hou / ect @ ect\r\ncc : dave nommensen / hou / ect @ ect , diane e niestrath / hou / ect @ ect , carrie\r\nhollomon / hou / ect @ ect , bryce baxter / hou / ect @ ect , kathryn cordes / hou / ect @ ect ,\r\ndana daigle / corp / enron @ enron , elizabeth l hernandez / hou / ect @ ect , julie\r\nmeyers / hou / ect @ ect , b scott palmer / hou / ect @ ect , stephanie sever / hou / ect @ ect ,\r\ndianne j swiber / hou / ect @ ect , peggy hedstrom / cal / ect @ ect , dianne\r\nseib / cal / ect @ ect , sylvia a campos / hou / ect @ ect , linda s bryan / hou / ect @ ect ,\r\nfaye ellis / hou / ect @ ect , donna consemiu / hou / ect @ ect , scott mills / hou / ect @ ect ,\r\nruss severson / hou / ect @ ect , martha stevens / hou / ect @ ect , karie\r\nhastings / hou / ect @ ect , regina perkins / hou / ect @ ect , imelda frayre / hou / ect @ ect ,\r\nwilliam e kasemervisz / hou / ect @ ect , hunaid engineer / hou / ect @ ect , steven\r\ngullion / hou / ect @ ect , larrissa sharma / hou / ect @ ect , thomas engel / hou / ect @ ect\r\nsubject : re : sitara release ( re : changes in global due to consent to\r\nassignment )\r\nfyi . . . .\r\nthis change went in for the deal validation group . it gives them the\r\nability to change counterparties names after bridge back .\r\nimpact to logistics - unify\r\nif a counterparty name change takes place to deals that have been bridge\r\nbacked , it could cause problems on edi pipes as that new counterparty name\r\nwill flow over to unify and repathing should eventually take place .\r\none problem may be with the imbalance data sets , which are not in production\r\nyet . . . . . . ( edi imbalance qtys would not match up to paths )\r\nthis may also cause an issue with the scheduled quantities ( especially where\r\nnominations were sent for entire month )\r\ncan \' t remember the rules on this one , but i think unify does have some safe\r\nguards ( idiot proofs ) to force re - pathing .\r\nunify does have the ability to over - ride duns numbers , yet would still cause\r\nan additional step for edi the scheduler would need to think through in order\r\nto get a clean quick response .\r\nwhat are ( if any ) impacts to vol mgt if counterparty name changes take\r\nplace ? ( prior periods ? re - pathing ? )\r\ni have a call into diane and dave both . after speaking w / them , hopefully i\r\ncan get a clear understanding of the true impact . i am sure we \' ll need to\r\nput some processes and procedures together for deal validation to follow when\r\nthese type of changes are needed .\r\nwill keep you posted .\r\nthanks ,\r\ndg\r\nfrom : thomas engel 04 / 05 / 2000 09 : 44 am\r\nto : kathryn cordes / hou / ect @ ect , dana daigle / corp / enron @ enron , elizabeth l\r\nhernandez / hou / ect @ ect , julie meyers / hou / ect @ ect , b scott palmer / hou / ect @ ect ,\r\nstephanie sever / hou / ect @ ect , dianne j swiber / hou / ect @ ect , peggy\r\nhedstrom / cal / ect @ ect , dianne seib / cal / ect @ ect\r\ncc : sylvia a campos / hou / ect @ ect , linda s bryan / hou / ect @ ect , faye\r\nellis / hou / ect @ ect , donna consemiu / hou / ect @ ect , scott mills / hou / ect @ ect , russ\r\nseverson / hou / ect @ ect , martha stevens / hou / ect @ ect , karie hastings / hou / ect @ ect ,\r\nregina perkins / hou / ect @ ect , imelda frayre / hou / ect @ ect , william e\r\nkasemervisz / hou / ect @ ect , hunaid engineer / hou / ect @ ect , steven\r\ngullion / hou / ect @ ect , larrissa sharma / hou / ect @ ect , donna greif / hou / ect @ ect\r\nsubject : sitara release ( re : changes in global due to consent to assignment )\r\nregarding the ability to change counterparties on deals in sitara with\r\nconfirmed volumes - tom \' s words of caution :\r\nif someone calls you and wants to change a counterparty - we created the\r\nability for you to invalidate the deal - and\r\nthen change the counterparty - however - i did add a warning message :\r\n\" warning - changing counterparty on deal with confirmed volumes - make sure\r\npipeline allows this change . \"\r\nsome pipelines do not allow us to change counterparties after there is\r\nfeedback - i assume for the same reasons\r\nwe had this rule - it used to blow up our old scheduling systems\r\n( pre - unify ) . some pipelines will require a new\r\ndeal and we will have to zero out the old deal .\r\nbefore you make the change - make sure the logistics person is aware - just\r\nin case it causes problems with their\r\npipeline . sorry - i don \' t know which pipes these are - you will have to ask\r\nthe unify team .\r\nthere is one rule still in place - you can change from ena - im east to ena - im\r\nmarket east - but not from\r\nena - im texas to hplc - im hplc - when changing business units - they must be\r\nthe same legal entity .\r\n\" warning - not the same legal entity \"\r\nalso - beware of making contract and counterparty changes to service deals\r\n( transport capacity , storage , cash out ) .\r\nonce the deal is invalidated - there are no rules . don \' t forget - the items\r\nwere locked down for a reason .\r\nif you invalidate a service deal - and change the previously locked down\r\ndata that was validated - and someone used these\r\ndeals in unify - it is highly likely that the unify deals and paths created\r\nusing these deals will get corrupted . always check\r\nwith someone from unify to make sure no one used these deals for anything in\r\nunify .\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by thomas engel / hou / ect on 04 / 05 / 2000 09 : 47\r\nam - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : scott mills on 04 / 04 / 2000 07 : 38 pm\r\nto : kathryn cordes / hou / ect @ ect , dana daigle / corp / enron @ enron , elizabeth l\r\nhernandez / hou / ect @ ect , julie meyers / hou / ect @ ect , b scott palmer / hou / ect @ ect ,\r\nstephanie sever / hou / ect @ ect , dianne j swiber / hou / ect @ ect\r\ncc : steve jackson / hou / ect @ ect , thomas engel / hou / ect @ ect , sylvia a\r\ncampos / hou / ect @ ect , linda s bryan / hou / ect @ ect , faye ellis / hou / ect @ ect , donna\r\nconsemiu / hou / ect @ ect\r\nsubject : sitara release ( re : changes in global due to consent to assignment )\r\nwith the release that was put out tuesday evening , deal validation should be\r\nable to change the counterparty on deals where the volume is something other\r\nthan expected ( e . g . confirmed , nominated , scheduled , etc . ) .\r\nin addition , this release will also capture \" near - time \" the contract changes\r\nthat are made in global . this means that need for server bounces will not be\r\nnecessary .\r\nnew / changes to contracts will show up without having to get out of deal\r\nmanager .\r\nnew counterparties , and new / changes to facilities will require getting out\r\nof all active sitara apps ( except for launch pad ) .\r\nonce out of all apps , start a new app - the respective information that you\r\nare looking for will appear .\r\ni mention \" near - time \" because we are constrained by the amount of time it\r\ntakes for the change in global data to trigger an alert for sitara who then\r\nupdates its information\r\nsrm ( x 33548 )\r\ncyndie balfour - flanagan @ enron\r\n04 / 04 / 2000 03 : 41 pm\r\nto : connie sutton / hou / ect @ ect , linda s bryan / hou / ect @ ect , kathryn\r\ncordes / hou / ect @ ect , scott mills / hou / ect @ ect , richard elwood / hou / ect @ ect , dave\r\nnommensen / hou / ect @ ect , kenneth m harmon / hou / ect @ ect , dana\r\ndaigle / corp / enron @ enron , kathryn cordes / hou / ect @ ect , elizabeth l\r\nhernandez / hou / ect @ ect , julie meyers / hou / ect @ ect , b scott palmer / hou / ect @ ect ,\r\nstephanie sever / hou / ect @ ect , dianne j swiber / hou / ect @ ect , gayle\r\nhorn / corp / enron @ enron , brant reves / hou / ect @ ect , russell diamond / hou / ect @ ect ,\r\ndebbie r brackett / hou / ect @ ect , steve jackson / hou / ect @ ect\r\ncc :\r\nsubject : changes in global due to consent to assignment\r\nthe following changes will be made in the global contracts database due to\r\nreceipt of executed consent to assignment for the following contracts :\r\ncurrent counterparty name contract type contract # \' new \' counterparty\r\nname\r\nces - commonwealth energy services gisb 96029892 commonwealth energy\r\nservices\r\nces - samuel gary jr . & associates , inc gisb 96029302 samuel gary jr . &\r\nassociates\r\nces - south jersey gas company gisb 96029143 south jersey gas company\r\ncp name change and contract type correction ( contract type different than\r\nthat provided by ces )\r\nper ces\r\nces - southwest gas corporation 1 / 1 / 98 gisb 96029146\r\nper contract file\r\nces - southwest gas corporation 04 / 14 / 93 master purchase / sale interruptible\r\n( will edit global # 96029146 )\r\n&\r\nces - southwest gas corporation 12 / 01 / 94 master sale firm ( created new\r\nglobal record to accommodate this k , # 96037402 )\r\nplease note that southwest gas corporation has consented to the assignment of\r\nboth of these contracts .',ham
'Subject: resume - liz bellamy\r\nfollowing is the resume of liz bellamy . liz is currently at txu in the power\r\ngroup , but has gas experience , also . she is deciding whether she wants to\r\nrelocate with txu to dallas . she would be interested in talking to enron\r\nabout possible opportunities . her current salary is $ 50 k . please let me\r\nknow if you would like to interview .',ham
'Subject: tenaska iv outage update\r\nfyi .\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by mike mazowita / corp / enron on 10 / 05 / 2000\r\n10 : 32 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\n\" mike gough \" on 10 / 05 / 2000 10 : 28 : 10 am\r\nplease respond to\r\nto : \" mazowita , mike \"\r\ncc : \" scarborough , dan \" , \" ward , chuck \"\r\nsubject : tenaska iv outage update\r\nwe are finally beginning to put closure on our outage . it has been\r\nfrustrating to say the least . we are currently projecting a late friday or\r\nearly saturday morning startup barring any unseen problems .\r\nmg',ham
'Subject: how do you get your hands around this ? ? are there reports which can help ?\r\nwhen unify was designed , how did scotty / mike and team plan to aid you all to\r\nmanage this ?\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by brenda f herod / hou / ect on 05 / 11 / 2000\r\n08 : 53 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nenron capital management\r\nfrom : david baumbach 05 / 10 / 2000 06 : 12 pm\r\nto : daren j farmer / hou / ect @ ect , pat clynes / corp / enron @ enron\r\ncc : brenda f herod / hou / ect @ ect\r\nsubject :',ham
'Subject: re : texas logistics info .\r\ndaren ,\r\nhave you had a chance to complete the texas logistics information for the powerpoint presentation ? you can just write what you would like me to say in a reply to this email . i can put the text in the presentation . i need this info . asap so that i can send the presentation to all of the logistics managers .\r\nthanks ,\r\nelizabeth\r\n- - - - - original message - - - - -\r\nfrom : webb , elizabeth\r\nsent : tuesday , october 30 , 2001 9 : 03 am\r\nto : farmer , daren j .\r\ncc : calcagno , suzanne\r\nsubject : texas logistics info .\r\ndaren ,\r\ni need some general information from you about texas logistics for the logistics powerpoint presentation . can you please get this info . to me by tomorrow , wednesday , october 31 at 5 pm ? the slide that i need you to complete is # 36 - texas gas logistics information .\r\nthanks ,\r\nelizabeth\r\n>\r\nelizabeth webb\r\nelizabeth . webb @ enron . com\r\n713 - 345 - 1694',ham
'Subject: aep _ hpl transition issues\r\nattached is an updated transitions list .\r\nplease review and send any changes so i can update .\r\ni will update again thursday and will include a column for status .\r\nwe are in the process of drafting procedures which will have to become a formal protocol for aep .\r\nthese are :\r\nrequest for new / maintenance of counterparties . once web page is developed , procedures will\r\nbe completed .\r\nrequest for new portfolios ( books ) after close . drafting procedures .\r\nrequest for new employee security .\r\nrequest to change curve mapping in erms / cps . drafting procedures .\r\nalso , it appears the it service agreement may have to be amended to cover the\r\nweb pages used to push operational data to customers ( if aep wants to continue\r\nthe service ) and the tariff filing system we just put into production .\r\nalso , we will need to resolve how we handle counterparties that enron credit has request we suspend trading when\r\naep wants to continue trading .\r\nwe have had discussions with aep about all of these issues and procedures .',ham
'Subject: point change for deals\r\nooops ! this is effective the lst .\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by mark mccoy / corp / enron on 02 / 01 / 2001 03 : 43\r\npm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nmark mccoy\r\n02 / 01 / 2001 04 : 45 pm\r\nto : elsa villarreal / hou / ect @ ect , daren j farmer / hou / ect @ ect\r\ncc :\r\nsubject : point change for deals\r\nfyi - - - i changed points on this deal from pgtt - teco waha 18002800 to pgtt - teco\r\nkaty 20606100 for the 2 nd . let me know if you don \' t agree with this . the\r\nsupply , duke field svs , was originally trying to deliver to hpl at midtex ,\r\nthis deal # 589257 was also changed to meter 20606100 .\r\nthanks ,\r\nmark',ham
'Subject: enrononline - change to autohedge\r\neffective monday , october 22 , 2001 the following changes will be made to the autohedge functionality on enrononline .\r\nthe volume on the hedge will now respect the minimum volume and volume increment settings on the parent product . see rules below :\r\n? if the transaction volume on the child is less than half of the parent \' s minimum volume no hedge will occur .\r\n? if the transaction volume on the child is more than half the parent \' s minimum volume but less than half the volume increment on the parent , the hedge will volume will be the parent \' s minimum volume .\r\n? for all other volumes , the same rounding rules will apply based on the volume increment on the parent product .\r\nplease see example below :\r\nparent \' s settings :\r\nminimum : 5000\r\nincrement : 1000\r\nvolume on autohedge transaction volume hedged\r\n1 - 2499 0\r\n2500 - 5499 5000\r\n5500 - 6499 6000',ham
'Subject: noms / actual flow for 2 / 26\r\nwe agree\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by melissa jones / texas utilities on\r\n02 / 27 / 2001\r\n10 : 33 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\n\" eileen ponton \" on 02 / 27 / 2001 09 : 46 : 26 am\r\nto : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa\r\njones / texas utilities @ tu , hpl . scheduling @ enron . com ,\r\nliz . bellamy @ enron . com\r\ncc :\r\nsubject : noms / actual flow for 2 / 26\r\ndate nom flow - mcf flow - mmbtu\r\n2 / 26 / 01 0 456 469\r\nbtu = 1 . 027',ham
'Subject: re : first delivery - texaco e & p\r\nnew deal number is 229481\r\nsusan smith @\r\nect\r\n03 / 27 / 2000 02 : 24 pm\r\nto : tom acton / corp / enron @ enron , julie meyers / hou / ect @ ect\r\ncc :\r\nsubject : re : first delivery - texaco e & p\r\ntom :\r\nwould you please set up another one month ticket for the below ( last month\r\nwas 211573 ) ?\r\njulie :\r\nper melissa \' s note please do not send out any paper on this . we expect the\r\npaper within a day or so .\r\nplease let me know if you have any questions ,\r\nthanks , scs x 33321\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by susan smith / hou / ect on 03 / 27 / 2000 02 : 20\r\npm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nenron north america corp .\r\nfrom : melissa graves 03 / 27 / 2000 02 : 12 pm\r\nto : susan smith / hou / ect @ ect\r\ncc :\r\nsubject : re : first delivery - texaco e & p\r\nyes , but i would request that julie not send out paper since this should be\r\nback signed shortly . i noticed the deal vance requested below ( which tom set\r\nup as deal 211573 ) is attached to a committed reserves agreement that does\r\nnot cover this meter .\r\nmelissa\r\nsusan\r\nsmith\r\n03 / 27 / 2000 12 : 27 pm\r\nto : melissa graves / hou / ect @ ect\r\ncc :\r\nsubject : first delivery - texaco e & p\r\ncan we just use this for april rather then putting in a one month firm ticket\r\n( since we dont have paper anyway ) ?\r\nthanks ,\r\nscs\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by susan smith / hou / ect on 03 / 27 / 2000 12 : 24\r\npm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nvance l taylor\r\n03 / 03 / 2000 04 : 30 pm\r\nto : tom acton / corp / enron @ enron\r\ncc : julie meyers / hou / ect @ ect , susan smith / hou / ect @ ect , donald p\r\nreinhardt / hou / ect @ ect , melissa graves / hou / ect @ ect\r\nsubject : first delivery - texaco e & p\r\ntom ,\r\nthe following production has commenced to flow and a ticket should be\r\ngenerated in sitara based upon the information below :\r\ncounterparty meter volumes price period\r\ntexaco e & p 9826 2 , 000 mmbtu / d 100 \% if / hsc less $ 0 . 09 3 / 3 - 3 / 31 / 2000\r\nthanks ,\r\nvlt\r\nx 3 - 6353\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by vance l taylor / hou / ect on 03 / 03 / 2000\r\n04 : 14 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : esther buckley 03 / 03 / 2000 01 : 23 pm\r\nto : molly l carriere / hou / ect @ ect , clem cernosek / hou / ect @ ect , donna\r\nconsemiu / hou / ect @ ect , robert cook / hou / ect @ ect , howard b camp / hou / ect @ ect ,\r\nlisa hesse / hou / ect @ ect , nathan l hlavaty / hou / ect @ ect , wayne e\r\nlightfoot / hou / ect @ ect , james mckay / hou / ect @ ect , mary m smith / hou / ect @ ect ,\r\nsteve schneider / hou / ect @ ect , melissa graves / hou / ect @ ect , michael\r\nwalters / hou / ect @ ect , eric wardle / hou / ect @ ect , jill t zivley / hou / ect @ ect , mary\r\njo johnson / hou / ect @ ect , rita wynne / hou / ect @ ect , michael w morris / hou / ect @ ect ,\r\ncheryl jones / gpgfin / enron @ enron , reid hansen / gco / enron @ enron , darron c\r\ngiron / hou / ect @ ect , o \' neal d winfree / hou / ect @ ect , susan smith / hou / ect @ ect ,\r\ngary bryan / hou / ect @ ect , gary a hanks / hou / ect @ ect , donald p\r\nreinhardt / hou / ect @ ect , vance l taylor / hou / ect @ ect , brenda f\r\nherod / hou / ect @ ect , david baumbach / hou / ect @ ect , bryan hull / hou / ect @ ect , brian\r\nm riley / hou / ect @ ect , jeffrey a austin / hou / ect @ ect , cynthia\r\nhakemack / hou / ect @ ect , dawn c kenne / hou / ect @ ect , lisa csikos / hou / ect @ ect ,\r\nkristen j hanson / hou / ect @ ect , heidi withers / hou / ect @ ect , j r\r\nfosdick / gco / enron @ enron , carlos j rodriguez / hou / ect @ ect , stephanie\r\ngomes / hou / ect @ ect , pat clynes / corp / enron @ enron , tom acton / corp / enron @ enron ,\r\nrobert walker / hou / ect @ ect\r\ncc :\r\nsubject : first delivery - texaco e & p\r\nsee attached file',ham
'Subject: fw : part 4 - deals to move\r\nmore auto - terminate deals\r\n- - - - - original message - - - - -\r\nfrom : gossett , jeffrey c .\r\nsent : thursday , december 13 , 2001 4 : 50 pm\r\nto : palmer , b . scott\r\nsubject : fw : part 4 - deals to move\r\n- - - - - original message - - - - -\r\nfrom : richardson , stacey\r\nsent : thursday , december 13 , 2001 4 : 49 pm\r\nto : gossett , jeffrey c .\r\ncc : hodge , jeffrey t . ; theriot , kim s . ; anderson , bridgette ; hilliard , marlene\r\nsubject : part 4 - deals to move\r\njeff ,\r\nhere are some more deals to move into the bankruptcy books . i will be out of the office tomorrow but bridgette anderson and marlene hilliard will be working on them if you have any questions .\r\nthanks ,\r\nsbr x 30569',ham
'Subject: revised devon and co - owner availabilities for september\r\nfyi . . . . . . . . . . . . . . . . . . . . . .\r\nbeverly\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 08 / 30 / 2000 08 : 10\r\nam - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nenron capital & trade resources corp .\r\nfrom : \" steve holmes \"\r\n08 / 29 / 2000 03 : 57 pm\r\nto :\r\ncc :\r\nsubject : revised devon and co - owner availabilities for september\r\nbeverly ,\r\nthe co - owner volumes have been updated to show a volume for comet petroleum\r\nand james d . finley under burnell n . pettus . additionally , devon \' s volume\r\nunder burnell / n . pettus has also increased slightly .\r\nsteve\r\n- 0900 co - owners volumes to enron . xls\r\n- enronavailso 900 revo 2 . xls',ham
